web-scraper-order,web-scraper-start-url,title,title-href,lokasi,luaslahan,luasbangunan,kamartidur,kamarmandi,fullyfurnished,memiliki_ac,memiliki_airpanas,memiliki_tv,memiliki_kitchenset,memiliki_balkon,memiliki_keamanan24jam,memiliki_tamanbermainanak,harga
"1696673785-1797","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/rumah-citayam-cuma-bayar-3-juta-free-cicilan-6-bul-169475768397.html","Halim Perdana Kusumah, Jakarta Timur","71 m²","50 m²","2","1","50","Pendingin ruangan (AC)","null","null","null","null","Keamanan 24 jam","Taman bermain anak","Rp300.000.000"
"1696673790-1798","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/rumah-citayam-dp-0-gratis-free-cicilan-3-bulan-169503205174.html","Kramat Jati, Jakarta Timur","106 m²","36 m²","2","2","Tidak","Pendingin ruangan (AC)","null","null","null","null","Keamanan 24 jam","Taman bermain anak","Rp300.000.000"
"1696673793-1799","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/rumah-citayam-dp-0-di-bambu-kuning-free-cicilan-6-169477469885.html","Cililitan, Jakarta Timur","87 m²","55 m²","2","2","Tidak","Pendingin ruangan (AC)","null","null","null","null","Keamanan 24 jam","Taman bermain anak","Rp300.000.000"
"1696673798-1800","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/rumah-citayam-terlaris-free-cicilan-6-bulan-169477498687.html","Cawang, Jakarta Timur","71 m²","50 m²","2","2","Tidak","Pendingin ruangan (AC)","null","null","null","null","Keamanan 24 jam","Taman bermain anak","Rp300.000.000"
"1696673801-1801","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/rumah-citayam-tanpa-dp-langsung-huni-free-cicilan-169475741381.html","Kampung Melayu, Jakarta Timur","65 m²","45 m²","2","2","Tidak","Pendingin ruangan (AC)","null","null","null","null","Keamanan 24 jam","Taman bermain anak","Rp300.000.000"
"1696673806-1802","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/jual-rumah-kolam-renang-jl-kemang-utara-iv-169666458117.html","Kemang, Jakarta Selatan","573 m²","350 m²","5","3","Tidak","null","null","null","null","null","null","null","Rp16.200.000.000"
"1696673811-1803","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/rumah-kost-di-taman-setiabudi-golden-ring-jaksel-s-169666358830.html","Jl. Taman Setia Budi II No.11, RT.5/RW.3, Kuningan, Setia Budi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12910, Indonesia
                                        SetiaBudi, Jakarta Selatan","149 m²","125 m²","9","4","125","null","null","null","null","null","null","null","Rp2.800.000.000"
"1696673814-1804","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/dijual-rumah-mewah-fully-furnish-3-lantai-di-keman-169347239677.html","Kemang, Jakarta Selatan","544 m²","1000 m²","5","6","1000","null","null","null","null","null","null","null","Rp17.500.000.000"
"1696673818-1805","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/rumah-siap-huni-di-pondok-indah-169563704740.html","Pondok Indah, Jakarta Selatan","560 m²","500 m²","5","5","500","Pendingin ruangan (AC)","null","null","Kitchen set","null","null","null","Rp22.500.000.000"
"1696673823-1806","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/rumah-minimalis-new-di-citra-garden-8-0023-fra-169563835734.html","Kalideres, Jakarta Barat","null","75 m²","3","1","75","null","null","null","Kitchen set","null","Keamanan 24 jam","null","Rp2.300.000.000"
"1696673828-1807","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/rumah-dijual-disewa-gunung-sahari-luas-4x15-meter-169563139412.html","Gunung Sahari, Jakarta Pusat","60 m²","180 m²","5","3","60","null","null","null","null","null","Keamanan 24 jam","null","Rp1.250.000.000"
"1696673831-1808","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/rumah-secondary-dalam-komplek-dekat-taman-dijual-169552747967.html","Duren Sawit, Jakarta Timur","96 m²","200 m²","4","3","Tidak","Pendingin ruangan (AC)","null","null","Kitchen set","null","Keamanan 24 jam","null","Rp1.900.000.000"
"1696673836-1809","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/brand-new-house-jagakarsa-169563182931.html","Jagakarsa, Jakarta Selatan","84 m²","160 m²","5","5","160","null","Air Panas","null","Kitchen set","Balkon","Keamanan 24 jam","Taman bermain anak","Rp2.250.000.000"
"1696673840-1810","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/rumah-muwah-super-nyaman-asri-sejuk-di-pondok-labu-169562547171.html","Pondok Labu, Jakarta Selatan","172 m²","316 m²","4","4","316","null","null","null","null","null","null","null","Rp6.124.000.000"
"1696673844-1811","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/jual-cepat-murah-rumah-menteng-jalan-lembang-terus-169510313189.html","Menteng, Jakarta Pusat","312 m²","400 m²","4","4","400","null","null","null","null","null","null","null","Rp17.500.000.000"
"1696673848-1812","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/ambil-cepat-rumah-villa-gading-permai-lt-135-m2-se-169510267159.html","Semper, Jakarta Utara","135 m²","160 m²","4","3","160","null","null","null","null","null","null","null","Rp2.200.000.000"
"1696673852-1813","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/rumah-sultan-ada-kolam-renang-rooftop-garden-balco-169557559093.html","Jakarta Selatan","140 m²","390 m²","4","4","390","null","null","null","null","Balkon","Keamanan 24 jam","null","Rp11.000.000.000"
"1696673858-1814","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/rumah-mewah-exclusive-siap-hunipademangan-barat-ja-169577951213.html","Pademangan, Jakarta Utara","120 m²","300 m²","3","3","300","Pendingin ruangan (AC)","Air Panas","null","Kitchen set","Balkon","Keamanan 24 jam","null","Rp2.750.000.000"
"1696673862-1815","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/komplek-perumahan-permata-hijau-169510312039.html","Jalan Zamrud IV
                                        Permata Hijau, Jakarta Selatan","617 m²","800 m²","5","5","800","null","null","null","null","null","null","null","Rp16.500.000.000"
"1696673866-1816","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=97","Lihat","https://www.lamudi.co.id/taman-kedoya-permai-169510266439.html","Jl. Arjuna Selatan
                                        Kebon Jeruk, Jakarta Barat","240 m²","300 m²","3","3","300","null","null","null","null","null","null","null","Rp4.300.000.000"
"1696673873-1817","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=96","Lihat","https://www.lamudi.co.id/termurah-rumah-dan-kost-kostan-dekat-kampus-mercu-169510259330.html","Meruya, Jakarta Barat","300 m²","400 m²","16","8","2","null","null","null","null","null","null","null","Rp4.500.000.000"
"1696673878-1818","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=96","Lihat","https://www.lamudi.co.id/jual-cepat-rumah-bintaro-jl-cendrawasih-depan-tama-169510265854.html","Jalan Cendrawasih Raya
                                        Bintaro, Jakarta Selatan","381 m²","400 m²","4","4","400","null","null","null","null","null","null","null","Rp4.400.000.000"
"1696673881-1819","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=96","Lihat","https://www.lamudi.co.id/turun-harga-dijual-rumah-modern-classic-bambu-apus-169553926840.html","Jalan Bambu Apus Raya, Jakarta Timur 13890, Indonesia
                                        Bambu Apus, Jakarta Timur","879 m²","1034 m²","8","8","1034","Pendingin ruangan (AC)","null","null","Kitchen set","Balkon","Keamanan 24 jam","null","Rp17.000.000.000"
"1696673886-1820","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=96","Lihat","https://www.lamudi.co.id/dijual-rumah-baru-eropa-classic-mezzanine-radar-au-169314927161.html","Condet, Jakarta Timur","68 m²","68 m²","3","2","68","Pendingin ruangan (AC)","null","null","null","Balkon","Keamanan 24 jam","null","Rp799.000.000"
"1696673890-1821","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=96","Lihat","https://www.lamudi.co.id/duta-cibubur-premier-rumah-mewah-eropa-di-depok-169304001710.html","Jakarta Timur","68 m²","68 m²","3","2","68","Pendingin ruangan (AC)","null","null","null","Balkon","Keamanan 24 jam","null","Rp799.000.000"
"1696673893-1822","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=96","Lihat","https://www.lamudi.co.id/rumah-2-lt-800-jtan-style-eropa-lokasi-radar-auri-169159556864.html","Jagakarsa, Jakarta Selatan","60 m²","68 m²","3","2","68","Pendingin ruangan (AC)","null","null","null","Balkon","null","null","Rp799.000.000"
"1696673897-1823","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=96","Lihat","https://www.lamudi.co.id/termurah-rumah-400-juta-tanah-luas-dekat-tol-jatia-169167476717.html","Jln Raya Parpostel
                                        Cempaka Putih, Jakarta Pusat","78 m²","48 m²","2","2","1","null","null","null","null","Balkon","Keamanan 24 jam","null","Rp504.000.000"
"1696673901-1824","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=96","Lihat","https://www.lamudi.co.id/cluster-400-jutaan-tanah-luas-akses-2-mobil-8-meni-169165457239.html","Jln Raya Parpostel
                                        Jakarta Timur","78 m²","48 m²","2","2","1","null","null","null","null","Balkon","Keamanan 24 jam","null","Rp504.000.000"
"1696673905-1825","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=96","Lihat","https://www.lamudi.co.id/rumah-tua-dijual-sunter-luas-6x15-meter-kode-18650-169165871190.html","Sunter, Jakarta Utara","90 m²","120 m²","3","2","2","null","null","null","null","null","Keamanan 24 jam","null","Rp1.800.000.000"
"1696673909-1826","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=96","Lihat","https://www.lamudi.co.id/rumah-dalam-cluster-nyaman-dan-aman-169174829378.html","Pesanggrahan, Jakarta Selatan","61 m²","84 m²","3","2","84","null","null","null","null","null","null","null","Rp1.085.000.000"
"1696673912-1827","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=96","Lihat","https://www.lamudi.co.id/rumah-di-tomang-tinggi-1-lantai-murah-168509695632.html","Tomang, Jakarta Barat","52 m²","52 m²","2","1","52","null","null","null","null","null","null","null","Rp700.000.000"
"1696673916-1828","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=96","Lihat","https://www.lamudi.co.id/cluster-400-jutaan-tanah-luas-akses-2-mobil-8-meni-169164319843.html","Jln Raya Parpostel
                                        Cipayung, Jakarta Timur","78 m²","48 m²","2","2","1","null","null","null","null","Balkon","Keamanan 24 jam","null","Rp504.000.000"
"1696673920-1829","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=96","Lihat","https://www.lamudi.co.id/dijual-rumah-bagus-dekat-transportasi-umum-dan-mal-168551879828.html","Jakarta Selatan","300 m²","400 m²","6","6","400","null","null","null","null","null","null","null","Rp12.500.000.000"
